data,ise_b3,ibrx100
2019-03-26,3134.56,39604.02
2019-03-27,3019.42,38206.8
2019-03-28,3114.06,39202.85
2019-03-29,3145.5,39643.35
2019-04-01,3166.33,39908.17
2019-04-02,3121.29,39640.09
2019-04-03,3105.97,39303.14
2019-04-04,3170.3,40011.85
2019-04-05,3192.14,40338.78
2019-04-08,3175.75,40427.94
2019-04-09,3131.72,39983.3
2019-04-10,3135.34,39854.67
2019-04-11,3116.07,39387.67
2019-04-12,3068.46,38648.2
2019-04-15,3056.94,38723.56
2019-04-16,3065.82,39213.29
2019-04-17,3032.58,38771.46
2019-04-18,3075.88,39268.1
2019-04-22,3081.94,39304.52
2019-04-23,3118.65,39856.18
2019-04-24,3076.53,39525.39
2019-04-25,3135.09,40127.16
2019-04-26,3132.13,40003.17
2019-04-29,3135.06,39984.15
2019-04-30,3139.54,40062.33
2019-05-02,3111.46,39771.52
2019-05-03,3110.35,39954.92
2019-05-06,3095.95,39572.07
2019-05-07,3077.63,39332.06
2019-05-08,3104.44,39824.0
2019-05-09,3080.46,39525.72
2019-05-10,3064.87,39300.51
2019-05-13,2987.11,38275.56
2019-05-14,3000.09,38422.63
2019-05-15,2995.04,38226.03
2019-05-16,2947.67,37565.26
2019-05-17,2935.43,37536.59
2019-05-20,3031.5,38337.63
2019-05-21,3120.61,39394.81
2019-05-22,3122.06,39359.39
2019-05-23,3098.88,39167.87
2019-05-24,3078.22,39036.83
2019-05-27,3111.07,39531.49
2019-05-28,3159.83,40172.71
2019-05-29,3171.63,40263.12
2019-05-30,3192.29,40647.77
2019-05-31,3217.94,40519.55
2019-06-03,3202.83,40517.57
2019-06-04,3177.45,40667.47
2019-06-05,3145.06,40131.53
2019-06-06,3180.13,40609.08
2019-06-07,3204.42,40871.43
2019-06-10,3193.64,40723.97
2019-06-11,3230.13,41295.26
2019-06-12,3211.13,41038.57
2019-06-13,3235.33,41244.8
2019-06-14,3215.16,40943.29
2019-06-17,3200.85,40794.18
2019-06-18,3250.38,41505.88
2019-06-19,3295.37,41874.37
2019-06-21,3332.29,42537.45
2019-06-24,3335.71,42567.72
2019-06-25,3274.54,41766.78
2019-06-26,3295.55,41988.75
2019-06-27,3301.59,42034.64
2019-06-28,3308.6,42180.16
2019-07-01,3295.82,42300.83
2019-07-02,3296.88,42018.66
2019-07-03,3336.91,42600.99
2019-07-04,3394.52,43270.01
2019-07-05,3415.58,43487.65
2019-07-08,3425.78,43706.27
2019-07-10,3493.65,44249.18
2019-07-11,3482.51,43991.98
2019-07-12,3451.66,43475.61
2019-07-15,3433.16,43413.93
2019-07-16,3440.91,43408.77
2019-07-17,3457.92,43458.72
2019-07-18,3474.08,43818.41
2019-07-19,3429.21,43303.22
2019-07-22,3427.31,43490.66
2019-07-23,3404.91,43399.41
2019-07-24,3439.39,43547.67
2019-07-25,3388.99,42951.64
2019-07-26,3422.08,43006.6
2019-07-29,3441.42,43292.46
2019-07-30,3450.5,43111.22
2019-07-31,3433.77,42672.69
2019-08-01,3492.35,42812.74
2019-08-02,3501.98,43027.06
2019-08-05,3432.37,41982.27
2019-08-06,3502.87,42860.5
2019-08-07,3504.75,43134.8
2019-08-08,3532.44,43719.53
2019-08-09,3536.26,43696.04
2019-08-12,3472.69,42845.3
2019-08-13,3524.64,43383.29
2019-08-14,3420.15,42154.38
2019-08-15,3381.83,41638.22
2019-08-16,3427.44,41970.21
2019-08-19,3402.42,41837.22
2019-08-20,3411.66,41747.78
2019-08-21,3486.08,42549.02
2019-08-22,3444.05,42101.68
2019-08-23,3371.64,41112.32
2019-08-26,3325.18,40555.2
2019-08-27,3348.73,40932.0
2019-08-28,3392.36,41302.1
2019-08-29,3474.62,42270.96
2019-08-30,3509.56,42602.77
2019-09-02,3510.46,42424.78
2019-09-03,3461.96,42010.85
2019-09-04,3509.33,42595.23
2019-09-05,3533.98,43005.18
2019-09-06,3520.88,43246.32
2019-09-09,3488.42,43241.11
2019-09-10,3480.06,43189.57
2019-09-11,3534.62,43439.35
2019-09-12,3545.45,43802.51
2019-09-13,3499.54,43439.89
2019-09-16,3506.07,43494.24
2019-09-17,3564.14,43904.75
2019-09-18,3584.19,43887.68
2019-09-19,3589.1,43853.1
2019-09-20,3592.76,44021.54
2019-09-23,3583.3,43933.11
2019-09-24,3556.74,43617.04
2019-09-25,3561.09,43822.79
2019-09-26,3576.77,44171.53
2019-09-27,3574.06,44077.14
2019-09-30,3581.13,43971.65
2019-10-01,3547.09,43674.26
2019-10-02,3456.95,42445.72
2019-10-03,3472.97,42654.99
2019-10-04,3497.9,43074.34
2019-10-07,3418.09,42255.88
2019-10-08,3402.35,42000.52
2019-10-09,3434.75,42537.27
2019-10-10,3432.1,42738.21
2019-10-11,3509.81,43572.75
2019-10-14,3520.54,43769.6
2019-10-15,3531.02,43802.54
2019-10-16,3577.63,44183.26
2019-10-17,3568.56,44041.55
2019-10-18,3568.47,43947.39
2019-10-21,3584.56,44459.99
2019-10-22,3605.6,44980.09
2019-10-23,3609.1,45025.39
2019-10-24,3586.29,44813.23
2019-10-25,3578.11,44935.46
2019-10-28,3587.89,45266.46
2019-10-29,3566.52,45036.06
2019-10-30,3596.19,45403.3
2019-10-31,3566.05,44939.87
2019-11-01,3597.52,45358.68
2019-11-04,3621.77,45563.59
2019-11-05,3615.03,45485.47
2019-11-06,3649.47,45379.43
2019-11-07,3715.03,45853.88
2019-11-08,3666.25,45075.43
2019-11-11,3709.26,45385.0
2019-11-12,3643.84,44722.16
2019-11-13,3645.44,44432.55
2019-11-14,3680.56,44658.15
2019-11-18,3663.1,44541.35
2019-11-19,3650.9,44383.24
2019-11-21,3678.12,45059.75
2019-11-22,3698.26,45528.67
2019-11-25,3703.95,45426.94
2019-11-26,3661.92,44861.32
2019-11-27,3690.55,45127.48
2019-11-28,3731.1,45383.23
2019-11-29,3748.84,45374.96
2019-12-02,3764.15,45633.74
2019-12-03,3784.94,45671.13
2019-12-04,3826.44,46213.98
2019-12-05,3852.17,46361.23
2019-12-06,3887.81,46586.7
2019-12-09,3882.92,46521.94
2019-12-10,3870.89,46389.46
2019-12-11,3897.94,46542.27
2019-12-12,3946.67,47038.13
2019-12-13,4000.1,47212.92
2019-12-16,3989.69,46985.26
2019-12-17,3996.43,47258.74
2019-12-18,4033.12,47976.84
2019-12-19,4070.28,48333.17
2019-12-20,4074.14,48345.59
2019-12-23,4123.83,48679.43
2019-12-26,4178.11,49256.14
2019-12-27,4160.46,49000.07
2019-12-30,4140.26,48675.42
2020-01-02,4203.7,49892.99
2020-01-03,4210.37,49609.37
2020-01-06,4173.02,49299.33
2020-01-07,4170.82,49210.82
2020-01-08,4167.1,49029.99
2020-01-09,4154.49,48927.06
2020-01-10,4166.41,48778.81
2020-01-13,4228.37,49519.69
2020-01-14,4252.84,49655.09
2020-01-15,4220.34,49174.44
2020-01-16,4247.5,49316.8
2020-01-17,4295.14,50027.26
2020-01-20,4330.47,50203.8
2020-01-21,4290.81,49468.42
2020-01-22,4349.49,50017.8
2020-01-23,4399.74,50491.6
2020-01-24,4375.85,50012.56
2020-01-27,4271.95,48400.42
2020-01-28,4325.19,49238.6
2020-01-29,4290.62,48786.8
2020-01-30,4256.4,48801.2
2020-01-31,4182.17,48065.13
2020-02-03,4232.75,48461.06
2020-02-04,4247.87,48858.24
2020-02-05,4279.15,49068.23
2020-02-06,4219.48,48689.25
2020-02-07,4152.99,48071.11
2020-02-10,4113.32,47508.39
2020-02-11,4225.42,48710.15
2020-02-12,4287.57,49268.44
2020-02-13,4282.63,48858.26
2020-02-14,4244.13,48345.95
2020-02-17,4256.03,48749.53
2020-02-18,4254.86,48626.93
2020-02-19,4324.32,49266.44
2020-02-20,4255.92,48469.52
2020-02-21,4277.73,48123.64
2020-02-26,4020.92,44791.75
2020-02-27,3898.45,43628.32
2020-02-28,3941.63,44113.94
2020-03-02,4047.82,45195.63
2020-03-03,4031.03,44736.81
2020-03-04,4121.86,45504.97
2020-03-05,3936.28,43365.7
2020-03-06,3767.92,41554.68
2020-03-09,3410.15,36525.57
2020-03-10,3626.06,39093.08
2020-03-11,3399.69,36155.35
2020-03-12,2900.81,30772.73
2020-03-13,3236.17,35005.14
2020-03-16,2762.62,30205.74
2020-03-17,2906.22,31621.84
2020-03-18,2605.94,28282.11
2020-03-19,2688.81,28910.95
2020-03-20,2624.18,28404.31
2020-03-23,2470.02,26895.8
2020-03-24,2641.15,29402.93
2020-03-25,2840.93,31581.45
2020-03-26,2966.01,32827.54
2020-03-27,2802.18,31054.7
2020-03-30,2814.25,31522.41
2020-03-31,2739.22,30840.55
2020-04-01,2657.52,29954.66
2020-04-02,2702.89,30477.08
2020-04-03,2602.65,29359.96
2020-04-06,2792.2,31249.99
2020-04-07,2906.49,32207.07
2020-04-08,3013.41,33163.08
2020-04-09,2986.95,32813.18
2020-04-13,3004.25,33273.96
2020-04-14,3072.45,33767.63
2020-04-15,3052.71,33329.67
2020-04-16,3025.16,32917.83
2020-04-17,3038.83,33387.77
2020-04-20,3070.94,33410.73
2020-04-22,3173.74,34157.17
2020-04-23,3108.76,33718.19
2020-04-24,2916.45,31852.88
2020-04-27,3053.56,33083.91
2020-04-28,3153.5,34385.94
2020-04-29,3201.77,35151.05
2020-04-30,3084.64,34006.82
2020-05-04,3043.98,33312.18
2020-05-05,3064.6,33560.76
2020-05-06,3069.7,33357.88
2020-05-07,2993.62,32914.18
2020-05-08,3033.39,33789.05
2020-05-11,3005.6,33300.0
2020-05-12,2938.29,32785.11
2020-05-13,2967.07,32720.72
2020-05-14,3041.11,33251.6
2020-05-15,2973.08,32670.63
2020-05-18,3076.33,34222.72
2020-05-19,3060.48,34040.96
2020-05-20,3094.01,34268.99
2020-05-21,3176.34,35025.86
2020-05-22,3129.69,34683.43
2020-05-25,3270.82,36167.47
2020-05-26,3297.55,36096.84
2020-05-27,3388.84,37151.27
2020-05-28,3360.09,36732.41
2020-05-29,3350.37,36903.25
2020-06-01,3405.57,37428.01
2020-06-02,3476.75,38435.37
2020-06-03,3521.13,39287.64
2020-06-04,3534.6,39622.49
2020-06-05,3567.65,39960.35
2020-06-08,3680.37,41240.74
2020-06-09,3659.97,40859.84
2020-06-10,3587.29,39971.83
2020-06-12,3528.73,39182.38
2020-06-15,3511.65,39024.7
2020-06-16,3540.93,39481.22
2020-06-17,3646.79,40345.86
2020-06-18,3657.79,40593.34
2020-06-19,3672.91,40795.38
2020-06-22,3617.51,40330.7
2020-06-23,3610.34,40588.98
2020-06-24,3544.4,39913.31
2020-06-25,3617.64,40585.66
2020-06-26,3537.78,39674.56
2020-06-29,3571.03,40472.57
2020-06-30,3569.77,40213.02
2020-07-01,3639.83,40728.68
2020-07-02,3638.18,40741.76
2020-07-03,3665.72,40982.17
2020-07-06,3736.81,41876.71
2020-07-07,3692.13,41387.13
2020-07-08,3768.71,42221.46
2020-07-09,3782.27,41970.26
2020-07-10,3781.46,42324.81
2020-07-13,3714.11,41775.92
2020-07-14,3715.0,42478.64
2020-07-15,3755.3,43049.55
2020-07-16,3732.37,42553.82
2020-07-17,3857.64,43514.52
2020-07-20,3930.71,44161.83
2020-07-21,3915.42,44120.86
2020-07-22,3985.36,44129.61
2020-07-23,3898.22,43300.18
2020-07-24,3885.76,43320.86
2020-07-27,3945.99,44172.86
2020-07-28,3933.84,44007.03
2020-07-29,3990.57,44629.2
2020-07-30,3998.43,44424.85
2020-07-31,3956.81,43596.81
2020-08-03,3941.17,43537.32
2020-08-04,3875.9,42856.43
2020-08-05,3917.85,43528.36
2020-08-06,4010.85,44112.53
2020-08-07,3964.82,43560.98
2020-08-10,3968.9,43802.84
2020-08-11,3931.01,43315.99
2020-08-12,3915.71,43257.83
2020-08-13,3870.74,42584.95
2020-08-14,3898.28,42949.4
2020-08-17,3810.23,42159.04
2020-08-18,3878.18,43220.07
2020-08-19,3825.05,42721.8
2020-08-20,3845.39,42983.72
2020-08-21,3880.34,43026.66
2020-08-24,3903.29,43327.36
2020-08-25,3919.67,43279.59
2020-08-26,3841.65,42660.21
2020-08-27,3831.52,42661.71
2020-08-28,3902.38,43291.2
2020-08-31,3801.06,42125.27
2020-09-01,3911.09,43292.51
2020-09-02,3914.54,43209.23
2020-09-03,3860.19,42700.41
2020-09-04,3873.18,42911.37
2020-09-08,3852.13,42443.22
2020-09-09,3911.38,42964.68
2020-09-10,3815.53,41911.44
2020-09-11,3767.04,41692.51
2020-09-14,3852.75,42518.15
2020-09-15,3846.64,42516.29
2020-09-16,3821.34,42263.52
2020-09-17,3817.2,42437.65
2020-09-18,3730.0,41698.27
2020-09-21,3713.55,41170.08
2020-09-22,3723.36,41309.14
2020-09-23,3637.8,40690.57
2020-09-24,3687.4,41232.18
2020-09-25,3668.54,41216.42
2020-09-28,3573.04,40227.47
2020-09-29,3570.92,39770.43
2020-09-30,3594.96,40195.6
2020-10-01,3622.64,40566.42
2020-10-02,3588.27,39958.1
2020-10-05,3644.21,40817.22
2020-10-06,3647.72,40615.98
2020-10-07,3635.83,40580.15
2020-10-08,3710.08,41583.08
2020-10-09,3709.22,41434.43
2020-10-13,3761.53,41835.66
2020-10-14,3789.15,42203.61
2020-10-15,3798.66,42103.76
2020-10-16,3795.12,41804.58
2020-10-19,3791.14,41952.46
2020-10-20,3845.53,42749.12
2020-10-21,3801.57,42745.65
2020-10-22,3866.59,43294.98
2020-10-23,3855.69,43028.67
2020-10-26,3863.17,42941.42
2020-10-27,3814.57,42373.3
2020-10-28,3665.52,40600.54
2020-10-29,3673.93,41097.03
2020-10-30,3559.31,39975.69
2020-11-03,3605.77,40848.49
2020-11-04,3719.23,41700.95
2020-11-05,3854.52,42925.34
2020-11-06,3849.24,43022.74
2020-11-09,3929.46,44012.79
2020-11-10,3957.37,44618.31
2020-11-11,3928.56,44489.45
2020-11-12,3862.57,43524.48
2020-11-13,3945.15,44465.26
2020-11-16,3986.55,45150.31
2020-11-17,4007.79,45473.17
2020-11-18,3966.84,45014.67
2020-11-19,3949.47,45249.83
2020-11-20,3905.21,44977.69
2020-11-23,3898.11,45536.25
2020-11-24,3935.81,46526.21
2020-11-25,3947.26,46685.74
2020-11-26,3942.57,46734.4
2020-11-27,3962.77,46866.48
2020-11-30,3881.22,46155.12
2020-12-01,3933.63,47179.89
2020-12-02,3940.54,47398.67
2020-12-03,3963.57,47552.74
2020-12-04,3970.26,48142.81
2020-12-07,3959.93,48066.65
2020-12-08,3987.3,48143.23
2020-12-09,3955.3,47803.19
2020-12-10,3992.84,48682.05
2020-12-11,4018.59,48708.53
2020-12-14,4013.01,48494.99
2020-12-15,4063.84,49137.86
2020-12-16,4113.1,49852.3
2020-12-17,4129.95,50059.88
2020-12-18,4100.35,49908.23
2020-12-21,4024.87,48992.6
2020-12-22,4042.14,49309.47
2020-12-23,4089.96,49826.1
2020-12-28,4151.07,50391.7
2020-12-29,4152.97,50513.12
2020-12-30,4153.31,50379.31
2021-01-04,4109.78,50486.0
2021-01-05,4120.56,50745.16
2021-01-06,4086.89,50723.34
2021-01-07,4171.3,52255.27
2021-01-08,4286.67,53302.19
2021-01-11,4196.82,52607.62
2021-01-12,4243.35,52786.58
2021-01-13,4193.74,51882.41
2021-01-14,4239.35,52558.93
2021-01-15,4163.57,51178.93
2021-01-18,4208.01,51547.22
2021-01-19,4200.08,51295.1
2021-01-20,4169.0,50836.19
2021-01-21,4108.06,50371.11
2021-01-22,4071.43,49984.59
2021-01-26,4049.75,49566.16
2021-01-27,4049.23,49212.87
2021-01-28,4128.74,50470.55
2021-01-29,4009.9,48854.26
2021-02-01,4079.35,49955.3
2021-02-02,4133.9,50090.04
2021-02-03,4192.88,50789.48
2021-02-04,4171.44,50564.04
2021-02-05,4178.18,51103.92
2021-02-08,4151.84,50952.51
2021-02-09,4135.29,50858.82
2021-02-10,4120.82,50442.64
2021-02-11,4184.8,50703.62
2021-02-12,4184.99,50778.68
2021-02-17,4194.92,51232.04
2021-02-18,4147.15,50834.91
2021-02-19,4120.96,50580.62
2021-02-22,3966.82,48265.9
2021-02-23,4045.77,49299.25
2021-02-24,4061.23,49516.75
2021-02-25,3932.71,48084.58
2021-02-26,3840.9,47167.32
2021-03-01,3829.19,47440.03
2021-03-02,3835.89,48022.91
2021-03-03,3821.77,47822.55
2021-03-04,3882.07,48339.0
2021-03-05,3937.28,49542.77
2021-03-08,3787.38,47700.8
2021-03-09,3817.51,47918.01
2021-03-10,3858.83,48426.84
2021-03-11,3922.35,49423.03
2021-03-12,3913.59,48991.48
2021-03-15,3959.34,49249.31
2021-03-16,3943.53,48925.07
2021-03-17,4028.29,49968.73
2021-03-18,3967.15,49208.79
2021-03-19,4019.79,49702.79
2021-03-22,3985.38,49170.82
2021-03-23,3946.1,48416.85
2021-03-24,3893.55,48029.67
2021-03-25,3956.36,48654.98
2021-03-26,3965.14,49189.27
2021-03-29,3974.9,49524.28
2021-03-30,4027.35,50060.03
2021-03-31,3999.96,50014.2
2021-04-01,3971.25,49472.33
2021-04-05,4010.69,50607.54
2021-04-06,4021.94,50559.27
2021-04-07,3998.68,50711.48
2021-04-08,4015.07,50990.64
2021-04-09,3998.59,50667.09
2021-04-12,4028.24,51119.8
2021-04-13,4053.68,51320.1
2021-04-14,4060.29,51835.75
2021-04-15,4075.83,52047.04
2021-04-16,4085.49,52249.06
2021-04-19,4092.69,52144.76
2021-04-20,4065.45,51746.33
2021-04-22,3999.39,51468.74
2021-04-23,4037.16,52009.1
2021-04-26,4024.25,52054.22
2021-04-27,3969.74,51639.82
2021-04-28,3997.28,52371.05
2021-04-29,3966.35,52005.57
2021-04-30,3961.88,51432.65
2021-05-03,3969.79,51515.84
2021-05-04,3904.93,51036.58
2021-05-05,3963.18,51782.29
2021-05-06,3936.37,52122.92
2021-05-07,4004.57,52938.45
2021-05-10,3997.82,52808.84
2021-05-11,4019.91,53424.43
2021-05-12,3932.73,51916.73
2021-05-13,3985.97,52200.79
2021-05-14,4020.69,52538.84
2021-05-17,4054.2,53099.86
2021-05-18,4052.13,53179.99
2021-05-19,4065.71,52909.02
2021-05-20,4055.61,52908.84
2021-05-21,4080.32,52772.87
2021-05-24,4121.71,53422.16
2021-05-25,4121.93,52860.63
2021-05-26,4123.82,53398.56
2021-05-27,4140.27,53580.93
2021-05-28,4180.52,54059.02
2021-05-31,4176.0,54478.49
2021-06-01,4262.92,55155.54
2021-06-02,4305.02,55738.78
2021-06-04,4336.48,55847.6
2021-06-07,4376.6,56006.73
2021-06-08,4352.54,55543.8
2021-06-09,4359.36,55716.39
2021-06-10,4369.84,55770.39
2021-06-11,4336.46,55644.69
2021-06-14,4380.04,55917.27
2021-06-15,4393.14,55751.1
2021-06-16,4362.8,55278.36
2021-06-17,4313.09,54726.29
2021-06-18,4330.52,55026.33
2021-06-21,4362.28,55409.24
2021-06-22,4325.46,55298.55
2021-06-23,4291.69,55272.12
2021-06-24,4343.48,55672.74
2021-06-25,4256.36,54893.33
2021-06-28,4273.43,54878.07
2021-06-29,4252.66,54956.13
2021-06-30,4229.45,54822.42
2021-07-01,4211.35,54268.54
2021-07-02,4260.86,55146.58
2021-07-05,4242.31,54852.82
2021-07-06,4177.85,54189.32
2021-07-07,4245.2,54931.85
2021-07-08,4191.61,54294.55
2021-07-12,4250.53,55205.76
2021-07-13,4251.62,55448.32
2021-07-14,4246.96,55546.97
2021-07-15,4200.4,55229.48
2021-07-16,4173.32,54548.78
2021-07-19,4117.54,53891.14
2021-07-20,4146.91,54324.61
2021-07-21,4143.73,54595.11
2021-07-22,4158.66,54685.91
2021-07-23,4118.64,54231.01
2021-07-26,4127.83,54709.21
2021-07-27,4094.74,54024.55
2021-07-28,4139.9,54814.15
2021-07-29,4108.82,54488.83
2021-07-30,4013.12,52632.97
2021-08-02,4036.65,52939.04
2021-08-03,4046.88,53533.51
2021-08-04,3995.18,52857.54
2021-08-05,4008.87,52601.18
2021-08-06,4033.19,53083.94
2021-08-09,4053.52,53143.19
2021-08-10,4018.71,52892.98
2021-08-11,4026.16,52780.16
2021-08-12,3991.56,52232.88
2021-08-13,4019.94,52361.28
2021-08-16,3953.09,51603.26
2021-08-17,3934.01,50993.3
2021-08-18,3892.97,50330.11
2021-08-19,3942.34,50246.16
2021-08-20,3974.12,50607.17
2021-08-23,3966.91,50316.53
2021-08-24,4054.03,51535.24
2021-08-25,4093.35,51726.62
2021-08-26,4043.36,50881.79
2021-08-27,4088.24,51783.57
2021-08-30,4061.81,51383.71
2021-08-31,4017.02,50920.04
2021-09-01,4049.64,51154.36
2021-09-02,3951.92,50118.26
2021-09-03,3967.08,50174.57
2021-09-06,4005.63,50523.12
2021-09-08,3864.41,48681.88
2021-09-09,3948.7,49445.49
2021-09-10,3924.53,49013.26
2021-09-13,3988.01,49877.12
2021-09-14,3983.72,49764.24
2021-09-15,3942.14,49240.23
2021-09-16,3908.74,48616.81
2021-09-17,3839.06,47623.99
2021-09-20,3777.35,46488.7
2021-09-21,3837.93,47092.49
2021-09-22,3891.3,47983.73
2021-09-23,3961.6,48693.65
2021-09-24,3938.26,48343.84
2021-09-27,3951.19,48482.03
2021-09-28,3873.27,46969.84
2021-09-29,3892.13,47389.38
2021-09-30,3884.01,47360.36
2021-10-01,3936.73,48123.07
2021-10-04,3863.94,47094.27
2021-10-05,3860.68,47090.26
2021-10-06,3845.67,47204.26
2021-10-07,3829.45,47275.79
2021-10-08,3904.94,48193.05
2021-10-11,3893.12,47981.03
2021-10-13,3971.0,48420.7
2021-10-14,3952.14,48308.63
2021-10-15,3992.47,48933.55
2021-10-18,4002.36,48829.66
2021-10-19,3868.03,47296.93
2021-10-20,3893.73,47255.38
2021-10-21,3777.08,45972.53
2021-10-22,3726.21,45423.06
2021-10-25,3803.11,46441.63
2021-10-26,3735.81,45469.48
2021-10-27,3732.54,45395.82
2021-10-28,3697.0,45091.54
2021-10-29,3632.21,44133.83
2021-11-01,3693.94,44975.73
2021-11-03,3755.25,44856.8
2021-11-04,3674.1,43893.45
2021-11-05,3720.51,44391.67
2021-11-08,3695.73,44504.99
2021-11-09,3739.48,44751.3
2021-11-10,3759.12,44915.57
2021-11-11,3796.69,45644.8
2021-11-12,3744.98,45141.99
2021-11-16,3691.46,44287.5
2021-11-17,3638.67,43658.28
2021-11-18,3647.83,43362.92
2021-11-19,3675.32,43668.86
2021-11-22,3603.4,43409.8
2021-11-23,3645.35,44079.32
2021-11-24,3660.18,44459.98
2021-11-25,3714.86,44969.22
2021-11-26,3611.26,43472.94
2021-11-29,3630.04,43742.04
2021-11-30,3607.97,43387.81
2021-12-01,3581.24,42913.78
2021-12-02,3675.72,44500.98
2021-12-03,3706.91,44696.6
2021-12-06,3754.15,45512.17
2021-12-07,3777.04,45825.9
2021-12-08,3809.57,46025.35
2021-12-09,3741.71,45281.77
2021-12-10,3776.67,45888.68
2021-12-13,3741.75,45799.15
2021-12-14,3717.85,45522.52
2021-12-15,3752.93,45768.58
2021-12-16,3771.84,46215.12
2021-12-17,3764.98,45727.99
2021-12-20,3689.12,44831.59
2021-12-21,3686.38,45094.36
2021-12-22,3677.08,44946.99
2021-12-23,3676.52,44782.38
2021-12-27,3692.9,45068.55
2021-12-28,3684.36,44736.42
2021-12-29,3652.16,44436.98
2021-12-30,3670.5,44749.56
2022-01-03,3599.78,44395.92
2022-01-04,3566.69,44197.02
2022-01-05,3466.83,43151.79
2022-01-06,3455.92,43408.89
2022-01-07,3443.0,43978.52
2022-01-10,3411.03,43631.34
2022-01-11,3459.07,44438.49
2022-01-12,3532.42,45253.43
2022-01-13,3520.3,45183.29
2022-01-14,3544.55,45763.9
2022-01-17,3523.51,45511.69
2022-01-18,3502.35,45669.45
2022-01-19,3575.08,46257.6
2022-01-20,3641.94,46683.37
2022-01-21,3645.57,46582.56
2022-01-24,3612.22,46144.28
2022-01-25,3696.52,47098.33
2022-01-26,3711.57,47571.47
2022-01-27,3769.26,48110.23
2022-01-28,3760.08,47791.58
2022-01-31,3812.17,47822.25
2022-02-01,3793.98,48383.1
2022-02-02,3731.05,47852.24
2022-02-03,3738.6,47769.81
2022-02-04,3704.76,48040.95
2022-02-07,3673.28,47980.2
2022-02-08,3692.32,48092.02
2022-02-09,3723.32,48203.75
2022-02-10,3732.06,48631.66
2022-02-11,3704.81,48696.6
2022-02-14,3726.09,48804.67
2022-02-15,3795.88,49118.18
2022-02-16,3815.35,49292.08
2022-02-17,3785.12,48537.73
2022-02-18,3754.45,48267.14
2022-02-21,3668.78,47814.67
2022-02-22,3701.33,48317.24
2022-02-23,3692.91,47983.07
2022-02-24,3689.04,47794.7
2022-02-25,3681.58,48520.15
2022-03-02,3680.96,49522.11
2022-03-03,3674.62,49516.25
2022-03-04,3618.56,49278.16
2022-03-07,3479.82,48135.56
2022-03-08,3524.33,47893.17
2022-03-09,3670.06,48923.13
2022-03-10,3620.78,48913.54
2022-03-11,3560.66,48102.43
2022-03-14,3536.51,47252.81
2022-03-15,3538.86,46802.7
2022-03-16,3621.22,47714.33
2022-03-17,3694.82,48551.32
2022-03-18,3774.93,49492.87
2022-03-21,3764.86,49909.59
2022-03-22,3842.15,50317.85
2022-03-23,3843.99,50399.21
2022-03-24,3938.27,51069.51
2022-03-25,3957.73,51046.44
2022-03-28,3945.93,50890.93
2022-03-29,4000.14,51399.66
2022-03-30,3970.16,51517.75
2022-03-31,3957.14,51410.77
2022-04-01,4040.51,52081.62
2022-04-04,4015.0,51979.3
2022-04-05,3931.41,50942.76
2022-04-06,3890.83,50702.05
2022-04-07,3898.93,50991.88
2022-04-08,3870.09,50735.16
2022-04-11,3828.35,50146.34
2022-04-12,3809.51,49808.59
2022-04-13,3829.65,50073.07
2022-04-14,3816.43,49794.6
2022-04-18,3821.55,49556.46
2022-04-19,3798.71,49251.43
2022-04-20,3772.09,48915.82
2022-04-22,3701.69,47453.19
2022-04-25,3714.93,47271.55
2022-04-26,3633.04,46254.5
2022-04-27,3644.08,46800.29
2022-04-28,3649.14,47075.54
2022-04-29,3554.55,46211.94
2022-05-02,3514.41,45668.95
2022-05-03,3501.54,45608.75
2022-05-04,3567.77,46368.5
2022-05-05,3445.26,45086.32
2022-05-06,3409.43,45020.85
2022-05-09,3368.58,44145.18
2022-05-10,3380.05,44081.89
2022-05-11,3375.37,44682.3
2022-05-12,3422.02,45213.02
2022-05-13,3491.73,45716.28
2022-05-16,3518.62,46326.9
2022-05-17,3572.46,46564.4
2022-05-18,3500.72,45472.21
2022-05-19,3508.75,45815.24
2022-05-20,3541.08,46444.22
2022-05-23,3592.56,47247.27
2022-05-24,3595.86,47348.7
2022-05-25,3589.89,47382.01
2022-05-26,3642.84,47920.59
2022-05-27,3646.47,47947.72
2022-05-30,3603.51,47592.9
2022-05-31,3625.99,47705.44
2022-06-01,3617.55,47755.42
2022-06-02,3663.41,48201.38
2022-06-03,3604.64,47656.78
2022-06-06,3557.65,47272.22
2022-06-07,3516.7,47251.42
2022-06-08,3475.47,46496.13
2022-06-09,3457.7,45913.6
2022-06-10,3380.38,45242.93
2022-06-13,3275.63,44003.36
2022-06-14,3241.13,43790.05
2022-06-15,3283.31,44089.7
2022-06-17,3219.14,42747.21
2022-06-20,3212.8,42714.53
2022-06-21,3210.78,42658.2
2022-06-22,3227.88,42565.4
2022-06-23,3224.08,41912.63
2022-06-24,3227.24,42182.64
2022-06-27,3253.63,43128.09
2022-06-28,3231.33,43090.77
2022-06-29,3195.77,42682.45
2022-06-30,3178.09,42188.99
2022-07-01,3194.3,42341.26
2022-07-04,3159.58,42203.16
2022-07-05,3166.44,42039.57
2022-07-06,3198.06,42215.5
2022-07-07,3246.52,43088.7
2022-07-08,3241.8,42879.64
2022-07-11,3173.12,41976.69
2022-07-12,3205.75,41988.32
2022-07-13,3193.82,41831.66
2022-07-14,3192.08,41013.54
